Animal ID,Name,DateTime,MonthYear,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Age in Days
A903467,*Obsidian,05/05/2024 05:16:00 PM,May 2024,04/29/2023,Transfer,Partner,1,0,1 year,Domestic Medium Hair,Black,0.12121212121212122
A855121,*Archer,04/27/2022 03:05:00 PM,Apr 2022,04/20/2021,Transfer,Partner,2,1,1 year,Belgian Malinois,Tan/Black,0.12121212121212122
A666160,*Ivan,12/28/2013 05:16:00 PM,Dec 2013,09/21/2013,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,White/Blue,0.09838107098381071
A816758,*Adelaide,05/20/2020 10:29:00 AM,May 2020,04/26/2019,Adoption,Foster,2,3,1 year,German Shepherd,Black/Brown,0.12121212121212122
A782379,*Mr Elton,12/18/2018 02:04:00 PM,Dec 2018,09/16/2018,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,Black,0.09838107098381071
A717409,*Emmy,01/28/2016 09:00:00 PM,Jan 2016,12/07/2006,Died,In Foster,1,3,9 years,Domestic Medium Hair Mix,Black/White,0.36363636363636365
A722030,Olaf,03/13/2016 01:05:00 PM,Mar 2016,03/09/2015,Transfer,Partner,2,1,1 year,Pekingese,White,0.12121212121212122
A891978,Simba,11/18/2023 01:55:00 PM,Nov 2023,01/30/2015,Transfer,Partner,2,2,8 years,Pit Bull Mix,Tan,0.33333333333333337
A809074,*Malcolm,04/06/2021 03:16:00 PM,Apr 2021,01/28/2018,Transfer,Partner,1,2,3 years,Domestic Medium Hair,Black/White,0.18181818181818182
A702173,Brayden,05/11/2015 03:18:00 PM,May 2015,05/10/2005,Transfer,Partner,2,3,10 years,Golden Retriever,Gold/White,0.3939393939393939
A736344,*Bosley,11/19/2016 01:07:00 PM,Nov 2016,09/02/2016,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A860352,*Graeby,08/13/2022 07:01:00 PM,Aug 2022,06/12/2022,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Blue Tabby,0.09589041095890412
A744810,*Harper,03/14/2017 09:54:00 AM,Mar 2017,03/08/2016,Transfer,Partner,2,0,1 year,Labrador Retriever Mix,Brown,0.12121212121212122
A672470,Choko,09/14/2014 03:11:00 PM,Sep 2014,02/10/2013,Transfer,Partner,2,2,1 year,Pit Bull/Chihuahua Shorthair,Tan/Black,0.12121212121212122
A670252,*Willow,01/08/2014 06:36:00 PM,Jan 2014,05/04/2013,Transfer,Partner,2,0,8 months,Catahoula Mix,Tan/White,0.11083437110834371
A757268,092,10/09/2017 07:30:00 PM,Oct 2017,09/01/2009,Transfer,Partner,2,0,8 years,Pit Bull Mix,White/Brown,0.33333333333333337
A747809,Nu-Nu,06/18/2017 01:24:00 PM,Jun 2017,04/25/2012,Adoption,Foster,1,3,5 years,Maine Coon Mix,Tortie,0.24242424242424243
A741480,King,01/06/2017 01:22:00 PM,Jan 2017,10/22/2016,Transfer,Partner,2,1,2 months,Great Pyrenees Mix,White,0.09589041095890412
A790018,Jasper,04/27/2019 01:37:00 PM,Apr 2019,03/07/2010,Transfer,Partner,1,2,9 years,Domestic Shorthair Mix,Cream/White,0.36363636363636365
A867937,Popcorn House,01/09/2023 01:30:00 PM,Jan 2023,02/26/2022,Return to Owner,Field,2,1,10 months,Labrador Retriever/Pit Bull,Tan/White,0.11581569115815692
A674390,Lover,02/03/2015 04:56:00 PM,Feb 2015,03/12/2004,Transfer,Partner,2,2,10 years,Labrador Retriever Mix,Brown,0.3939393939393939
A666522,*Sonia,12/30/2013 01:52:00 PM,Dec 2013,11/02/2011,Euthanasia,Behavior,2,3,2 years,Pit Bull Mix,Blue,0.15151515151515152
A866346,*Wanda,10/09/2022 12:46:00 PM,Oct 2022,09/28/2016,Transfer,Partner,2,0,6 years,German Shepherd,Tan/Black,0.2727272727272727
A821432,Sunny,12/05/2020 11:52:00 AM,Dec 2020,04/11/2020,Adoption,Foster,1,2,7 months,Domestic Shorthair,Cream Tabby,0.10834371108343711
A733964,Niko,02/18/2020 02:30:00 PM,Feb 2020,08/30/2014,Transfer,Partner,2,2,5 years,German Shepherd,Black/Brown,0.24242424242424243
A745856,Mike,03/27/2017 12:56:00 PM,Mar 2017,12/25/2016,Transfer,Partner,3,4,3 months,Guinea Pig Mix,Brown/White,0.09838107098381071
A780347,*Osprey,01/26/2019 01:48:00 PM,Jan 2019,08/13/2018,Adoption,Foster,1,2,5 months,Domestic Shorthair Mix,Brown Tabby,0.10336239103362391
A678213,Taco Cat,08/02/2014 11:21:00 AM,Aug 2014,05/05/2014,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Black/White,0.09589041095890412
A750645,*Wildflower,06/06/2017 11:25:00 AM,Jun 2017,05/29/2014,Transfer,Partner,2,3,3 years,Pit Bull,Black/White,0.18181818181818182
A719068,*Marty,01/31/2016 12:00:00 AM,Jan 2016,01/12/2015,Transfer,Partner,2,2,1 year,Chihuahua Shorthair Mix,Brown,0.12121212121212122
A812542,*Frito,02/04/2020 12:15:00 PM,Feb 2020,01/24/2018,Transfer,Partner,2,2,2 years,Labrador Retriever,Brown,0.15151515151515152
A791017,Lebron,04/19/2019 11:37:00 AM,Apr 2019,03/20/2014,Transfer,Partner,2,2,5 years,Catahoula/Labrador Retriever,Blue Merle,0.24242424242424243
A539388,Chloe,05/15/2015 01:03:00 PM,May 2015,10/02/2008,Euthanasia,Aggressive,2,3,6 years,Pit Bull Mix,White,0.2727272727272727
A710396,*Gracie,08/29/2015 04:54:00 PM,Aug 2015,12/22/2014,Transfer,Partner,2,1,8 months,German Shepherd Mix,Tan/Black,0.11083437110834371
A785665,*Rusty,02/06/2019 04:11:00 PM,Feb 2019,12/06/2018,Adoption,Foster,2,2,2 months,Staffordshire Mix,White/Tan,0.09589041095890412
A725160,*Normal Toes,07/09/2016 04:34:00 PM,Jul 2016,04/04/2016,Adoption,Foster,1,2,3 months,Domestic Shorthair Mix,Black,0.09838107098381071
A753376,*Sky,07/11/2017 03:30:00 PM,Jul 2017,07/05/2011,Transfer,Partner,2,1,6 years,Chihuahua Shorthair,Tan,0.2727272727272727
A795236,Luna,05/18/2019 06:11:00 PM,May 2019,01/18/2019,Transfer,Partner,2,0,3 months,Siberian Husky,Red/White,0.09838107098381071
A824451,Amon Onuphrius,12/12/2020 03:16:00 PM,Dec 2020,09/14/2020,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black,0.09589041095890412
A787159,Hodor,01/13/2019 12:00:00 AM,Jan 2019,07/08/2017,Transfer,Partner,3,1,1 year,Guinea Pig Mix,Blue/White,0.12121212121212122
A686281,*Collin,09/22/2014 03:33:00 PM,Sep 2014,08/19/2011,Transfer,Partner,1,2,3 years,Domestic Shorthair Mix,Brown Tabby,0.18181818181818182
A862548,Jp (Janky Paw),09/30/2022 07:09:00 AM,Sep 2022,07/27/2020,Adoption,Foster,1,2,2 years,Domestic Medium Hair,Black,0.15151515151515152
A769676,*Charlie,05/25/2018 02:01:00 PM,May 2018,04/12/2006,Transfer,Partner,2,2,12 years,Labrador Retriever Mix,White/Black,0.4545454545454546
A804428,*Fairlane,01/29/2020 12:20:00 PM,Jan 2020,08/14/2019,Adoption,Foster,1,2,5 months,Domestic Shorthair,Orange Tabby/White,0.10336239103362391
A678089,*Hobart,06/06/2014 07:09:00 PM,Jun 2014,04/07/2014,Adoption,Foster,1,2,1 month,Domestic Shorthair Mix,Orange Tabby/White,0.09339975093399751
A831731,Blue Andrew,06/27/2021 12:19:00 PM,Jun 2021,03/20/2021,Adoption,Foster,1,2,3 months,Domestic Shorthair,Blue Tabby,0.09838107098381071
A798183,*Gemini,06/28/2019 04:47:00 PM,Jun 2019,08/22/2018,Transfer,Partner,2,0,10 months,Doberman Pinsch,Black/Tan,0.11581569115815692
A887000,A887000,08/21/2023 07:07:00 PM,Aug 2023,07/14/2023,Transfer,Partner,1,1,1 month,Domestic Shorthair Mix,Black/White,0.09339975093399751
A674159,*Clover,03/16/2014 11:01:00 AM,Mar 2014,03/08/2013,Transfer,Partner,2,0,1 year,Feist Mix,Tan/White,0.12121212121212122
A868664,Cabot,11/14/2022 03:26:00 PM,Nov 2022,03/30/2015,Transfer,Partner,1,3,7 years,Domestic Shorthair,Lynx Point/White,0.30303030303030304
A709482,*Anderson,08/15/2015 01:48:00 PM,Aug 2015,08/09/2014,Transfer,Partner,2,1,1 year,Cairn Terrier Mix,Tan/White,0.12121212121212122
A871693,*James,01/17/2023 07:12:00 AM,Jan 2023,08/28/2022,Adoption,Foster,2,2,4 months,Jack Russell Terrier/Pointer,Tricolor,0.10087173100871731
A678910,*Nike,07/16/2014 10:17:00 AM,Jul 2014,05/14/2014,Adoption,Foster,2,3,2 months,Labrador Retriever/Australian Shepherd,Black/White,0.09589041095890412
A774311,*Wendy,06/17/2018 11:11:00 AM,Jun 2018,06/13/2017,Transfer,Snr,1,3,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.12121212121212122
A701462,*Betty,07/29/2015 03:42:00 PM,Jul 2015,04/29/2014,Transfer,Partner,2,3,1 year,Chihuahua Shorthair Mix,Brown,0.12121212121212122
A676661,Callie,04/14/2014 12:02:00 PM,Apr 2014,03/20/2011,Euthanasia,Rabies Risk,2,3,3 years,Australian Shepherd Mix,Black/White,0.18181818181818182
A791283,*Freckles,05/08/2019 10:52:00 AM,May 2019,03/02/2019,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Black/White,0.09589041095890412
A710635,*Wally,09/01/2015 12:00:00 AM,Sep 2015,08/27/2014,Transfer,Partner,2,2,1 year,Chihuahua Shorthair Mix,Fawn/White,0.12121212121212122
A859473,*Pinky,06/18/2022 11:23:00 AM,Jun 2022,03/30/2022,Transfer,Partner,2,1,2 months,Beagle Mix,Black/White,0.09589041095890412
A854484,A854484,05/26/2022 05:05:00 PM,May 2022,03/20/2022,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.09589041095890412
A870639,*Cream Puff,01/23/2023 02:54:00 PM,Jan 2023,11/09/2022,Adoption,Foster,1,3,2 months,Domestic Shorthair,Cream,0.09589041095890412
A704993,*Kyra,06/19/2015 09:20:00 AM,Jun 2015,05/17/2015,Died,In Kennel,1,0,4 weeks,Domestic Shorthair Mix,Tortie,0.09323370693233707
A796483,*Sherman,06/22/2019 03:34:00 PM,Jun 2019,04/02/2019,Adoption,Foster,1,2,2 months,Domestic Medium Hair,Cream Tabby,0.09589041095890412
A712933,Laura,10/07/2015 12:05:00 PM,Oct 2015,05/30/2015,Transfer,Partner,1,3,4 months,Domestic Shorthair Mix,Calico,0.10087173100871731
A768030,Princess,03/13/2018 09:21:00 AM,Mar 2018,09/11/2010,Transfer,Partner,2,3,7 years,Maltese,White,0.30303030303030304
A820218,*Rose,07/21/2020 02:24:00 PM,Jul 2020,04/29/2020,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.09589041095890412
A591444,Addy,07/30/2021 03:12:00 PM,Jul 2021,10/25/2010,Transfer,Out State,2,3,10 years,Carolina Dog/Border Collie,White,0.3939393939393939
A822298,*Boston,04/29/2021 09:45:00 AM,Apr 2021,08/30/2018,Adoption,Foster,2,2,2 years,Pit Bull,Blue,0.15151515151515152
A704727,*Boots,06/23/2015 01:40:00 PM,Jun 2015,08/12/2014,Transfer,Partner,1,2,10 months,Domestic Medium Hair Mix,Black/White,0.11581569115815692
A821054,*Jax,08/18/2020 08:12:00 AM,Aug 2020,08/03/2019,Adoption,Foster,2,2,1 year,Miniature Pinscher,Black/Tan,0.12121212121212122
A810487,*Marsha,01/22/2020 10:41:00 AM,Jan 2020,10/30/2019,Adoption,Foster,1,3,2 months,Domestic Shorthair,Black/White,0.09589041095890412
A791968,Chloe,04/09/2019 03:13:00 PM,Apr 2019,04/03/2016,Transfer,Partner,2,3,3 years,Alaskan Husky Mix,Black/White,0.18181818181818182
A804530,*Nova,01/29/2020 12:52:00 PM,Jan 2020,08/14/2019,Adoption,Foster,1,3,5 months,Domestic Shorthair,Tortie,0.10336239103362391
A824363,*Molly-Golly,11/19/2020 03:25:00 PM,Nov 2020,10/13/2018,Adoption,Foster,2,3,2 years,Labrador Retriever,Black,0.15151515151515152
A688437,Duke,09/19/2014 04:42:00 PM,Sep 2014,09/19/2000,Euthanasia,Suffering,2,2,14 years,Labrador Retriever Mix,Chocolate,0.5151515151515151
A755115,Isabella,08/01/2017 03:08:00 PM,Aug 2017,05/10/2011,Transfer,Partner,2,3,6 years,Parson Russell Terrier Mix,Tricolor,0.2727272727272727
A704673,*Rio,08/01/2015 06:25:00 PM,Aug 2015,06/03/2015,Adoption,Foster,2,2,1 month,Dachshund Wirehair/Miniature Poodle,Black/Tan,0.09339975093399751
A636900,Kountry,08/30/2015 08:53:00 AM,Aug 2015,03/11/2011,Euthanasia,Aggressive,2,2,4 years,Labrador Retriever,Tan,0.21212121212121213
A655933,Gracie Belle,10/27/2013 02:44:00 PM,Oct 2013,06/07/2011,Transfer,Partner,1,3,2 years,Domestic Shorthair Mix,Black,0.15151515151515152
A703362,*Hank,07/18/2015 08:09:00 PM,Jul 2015,05/05/2015,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Brown Tabby,0.09589041095890412
A790273,Casper,03/07/2019 01:48:00 PM,Mar 2019,03/07/2000,Euthanasia,Suffering,2,3,19 years,Chihuahua Longhair/Miniature Poodle,White,0.6666666666666667
A686649,*Azul,09/09/2014 01:30:00 PM,Sep 2014,08/24/2012,Transfer,Partner,2,1,2 years,Pit Bull Mix,Blue/White,0.15151515151515152
A748314,Blanco,05/05/2017 11:22:00 AM,May 2017,05/01/2015,Transfer,Partner,2,1,2 years,Shih Tzu Mix,Tan,0.15151515151515152
A764432,*Jasmine,01/05/2018 03:55:00 PM,Jan 2018,01/05/2007,Transfer,Partner,2,3,11 years,Dachshund Mix,Black/Brown,0.4242424242424243
A672456,Dexter,02/21/2014 06:47:00 PM,Feb 2014,08/10/2011,Transfer,Partner,2,2,2 years,German Shorthair Pointer Mix,Black/Blue Merle,0.15151515151515152
A709990,*Felipe,08/26/2015 01:16:00 PM,Aug 2015,06/15/2015,Transfer,Partner,1,1,2 months,Domestic Shorthair Mix,Blue/White,0.09589041095890412
A822575,*Nicolo,12/17/2020 01:17:00 PM,Dec 2020,08/05/2020,Adoption,Foster,1,2,4 months,Domestic Medium Hair,Orange Tabby,0.10087173100871731
A761122,Teddy,11/01/2017 02:10:00 PM,Nov 2017,07/29/2015,Transfer,Partner,1,2,2 years,Domestic Medium Hair Mix,Black/White,0.15151515151515152
A721863,*Harold,03/11/2016 11:44:00 AM,Mar 2016,01/06/2016,Transfer,Partner,2,1,2 months,Pit Bull Mix,Brown/White,0.09589041095890412
A881172,235 Grams,05/18/2023 01:22:00 PM,May 2023,04/26/2023,Transfer,Partner,1,0,3 weeks,Domestic Shorthair,Gray Tabby,0.09265255292652554
A715745,*Wren,11/16/2015 03:20:00 PM,Nov 2015,10/15/2015,Transfer,Partner,1,0,4 weeks,Domestic Shorthair Mix,Calico,0.09323370693233707
A726039,*Dina,05/10/2016 12:51:00 PM,May 2016,05/05/2010,Transfer,Partner,1,0,6 years,Domestic Shorthair Mix,Orange Tabby,0.2727272727272727
A746660,Porthos,07/13/2017 04:27:00 PM,Jul 2017,12/22/2016,Transfer,Partner,2,2,6 months,Anatol Shepherd Mix,Black/White,0.10585305105853052
A803317,*Tris,09/09/2019 05:37:00 PM,Sep 2019,03/02/2019,Transfer,Partner,2,0,6 months,Great Pyrenees/German Shepherd,Cream/Black,0.10585305105853052
A872267,Bandit,01/17/2023 01:28:00 PM,Jan 2023,01/06/2021,Adoption,Foster,2,2,2 years,Australian Shepherd Mix,Black/Brown,0.15151515151515152
A898651,*Ancho,03/31/2024 12:03:00 PM,Mar 2024,02/21/2023,Transfer,Partner,2,3,1 year,Labrador Retriever,Chocolate/White,0.12121212121212122
A598169,Gus,04/04/2015 03:11:00 PM,Apr 2015,04/19/2008,Transfer,Partner,1,2,6 years,Domestic Shorthair Mix,Orange Tabby/White,0.2727272727272727
A855525,A855525,04/20/2022 03:17:00 PM,Apr 2022,03/22/2022,Transfer,Partner,1,0,4 weeks,Domestic Shorthair Mix,Black,0.09323370693233707
A850517,A850517,01/31/2022 02:10:00 PM,Jan 2022,01/26/2021,Transfer,Snr,1,4,1 year,Domestic Shorthair Mix,Brown Tabby/White,0.12121212121212122
A823291,*Harold,04/17/2021 09:06:00 AM,Apr 2021,08/23/2020,Adoption,Foster,1,2,7 months,Domestic Shorthair,Blue/White,0.10834371108343711
A853687,*Mckinney,04/12/2022 08:21:00 AM,Apr 2022,03/22/2020,Adoption,Foster,2,2,2 years,Chihuahua Shorthair,Black/Tan,0.15151515151515152
A767739,*Waco,05/30/2018 07:02:00 AM,May 2018,03/03/2018,Adoption,Foster,2,2,2 months,Pit Bull Mix,Tricolor,0.09589041095890412
A810918,Solo Bino,01/09/2020 11:46:00 AM,Jan 2020,12/22/2013,Transfer,Partner,2,0,6 years,Pit Bull Mix,Blue/Tricolor,0.2727272727272727
A808558,*Mcintosh,11/13/2019 11:54:00 AM,Nov 2019,09/25/2019,Transfer,Partner,1,1,1 month,Domestic Shorthair,Brown Tabby,0.09339975093399751
A714775,Mimi,11/01/2015 12:00:00 AM,Nov 2015,10/27/2013,Transfer,Partner,2,3,2 years,Chihuahua Shorthair Mix,Black/Tan,0.15151515151515152
A886566,*Orangey,03/08/2024 01:13:00 PM,Mar 2024,08/08/2015,Adoption,Foster,1,2,8 years,Domestic Shorthair,Orange Tabby,0.33333333333333337
A682267,*Zeke,07/04/2014 03:51:00 PM,Jul 2014,05/04/2014,Transfer,Partner,1,1,1 month,Domestic Medium Hair Mix,Brown Tabby/White,0.09339975093399751
A800048,Wally,07/19/2019 11:54:00 AM,Jul 2019,07/15/2018,Transfer,Snr,1,2,1 year,Domestic Shorthair,Blue/White,0.12121212121212122
A743705,Fizmo,03/08/2018 09:00:00 AM,Mar 2018,01/23/2011,Transfer,Partner,2,2,7 years,Beagle Mix,Tan/Black,0.30303030303030304
A676250,*Toffee,04/09/2014 04:37:00 PM,Apr 2014,04/06/2012,Transfer,Partner,3,4,2 years,Cottontail Mix,Brown,0.15151515151515152
A832773,*98 G,04/19/2021 05:09:00 PM,Apr 2021,04/17/2021,Transfer,Partner,1,1,2 days,Domestic Shorthair,Gray,0.09107513491075135
A816260,*Poppy,05/26/2020 01:22:00 PM,May 2020,05/12/2019,Adoption,Foster,2,3,1 year,Blue Lacy/Labrador Retriever,Blue/White,0.12121212121212122
A650234,*Darion,04/13/2014 01:52:00 PM,Apr 2014,03/25/2012,Transfer,Partner,2,2,2 years,Schipperke/Chihuahua Shorthair,Red,0.15151515151515152
A676742,*Maggie,05/30/2014 04:55:00 PM,May 2014,04/14/2013,Adoption,Foster,2,3,1 year,English Pointer Mix,Red/White,0.12121212121212122
A773699,*Iris,07/18/2018 01:03:00 PM,Jul 2018,04/27/2018,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Torbie,0.09589041095890412
A672698,*Binks,02/19/2014 04:01:00 PM,Feb 2014,02/15/2008,Transfer,Partner,2,2,6 years,Dachshund Mix,Red/Black,0.2727272727272727
A732140,Taliyah,06/14/2018 12:00:00 AM,Jun 2018,05/27/2016,Transfer,Partner,2,3,2 years,Australian Cattle Dog/German Shepherd,Black/Tan,0.15151515151515152
A805934,*Monica,11/07/2019 04:07:00 PM,Nov 2019,09/11/2019,Adoption,Foster,2,3,1 month,Border Collie Mix,White/Black,0.09339975093399751
A891307,*Nebula,12/14/2023 12:02:00 PM,Dec 2023,09/24/2023,Adoption,Foster,1,3,2 months,Domestic Shorthair,Gray Tabby,0.09589041095890412
A858588,Butterfly,06/01/2022 09:58:00 AM,Jun 2022,06/01/2020,Transfer,Partner,2,0,2 years,Pit Bull,White,0.15151515151515152
A664075,Maestro,10/26/2013 10:29:00 AM,Oct 2013,09/28/2005,Adoption,Foster,2,2,8 years,Maltese Mix,White,0.33333333333333337
A702461,Lilly,05/27/2015 12:20:00 PM,May 2015,05/14/2012,Transfer,Partner,2,3,3 years,Pit Bull Mix,Red/White,0.18181818181818182
A782432,Ike,11/14/2018 12:23:00 PM,Nov 2018,10/15/2016,Transfer,Partner,2,2,2 years,Dachshund Mix,Red,0.15151515151515152
A832331,*Gus,10/01/2021 12:52:00 PM,Oct 2021,04/11/2019,Adoption,Foster,2,2,2 years,Chihuahua Shorthair/Manchester Terrier,Black/Brown,0.15151515151515152
A772017,*Celeste,05/26/2018 06:16:00 PM,May 2018,04/14/2018,Transfer,Partner,1,0,1 month,Domestic Shorthair Mix,Brown Tabby,0.09339975093399751
A678204,Sweetie Pie,06/10/2014 01:28:00 PM,Jun 2014,08/05/2013,Transfer,Partner,1,3,10 months,Domestic Shorthair Mix,Black/White,0.11581569115815692
A817746,*Midknight,06/30/2020 01:20:00 PM,Jun 2020,03/24/2020,Adoption,Foster,1,3,3 months,Domestic Medium Hair Mix,Black,0.09838107098381071
A703638,*Henry,06/23/2015 07:29:00 AM,Jun 2015,04/18/2015,Adoption,Foster,1,2,2 months,Domestic Shorthair Mix,Orange/White,0.09589041095890412
A759097,Kash,02/02/2018 09:52:00 AM,Feb 2018,03/29/2015,Euthanasia,Aggressive,2,1,2 years,Pit Bull Mix,Buff/White,0.15151515151515152
A881164,*Cleocatra,05/23/2023 02:50:00 PM,May 2023,05/18/2022,Transfer,Partner,1,3,1 year,Domestic Shorthair,Black/White,0.12121212121212122
A802591,Runa,01/08/2020 02:34:00 PM,Jan 2020,12/20/2018,Adoption,Foster,2,3,1 year,Boxer,Tan/White,0.12121212121212122
A734683,Sapphire,09/15/2016 11:24:00 AM,Sep 2016,09/11/2014,Transfer,Partner,2,3,2 years,Golden Retriever,Red,0.15151515151515152
A724929,*Titus,07/16/2016 06:11:00 PM,Jul 2016,04/23/2014,Transfer,Partner,2,2,2 years,Pit Bull Mix,Brown Brindle,0.15151515151515152
A769165,*Alice,04/17/2018 12:00:00 PM,Apr 2018,03/31/2016,Transfer,Partner,2,3,2 years,Australian Cattle Dog Mix,Black/White,0.15151515151515152
A669925,Tugga,12/30/2013 02:51:00 PM,Dec 2013,12/30/2011,Euthanasia,Suffering,1,2,2 years,Domestic Shorthair Mix,Orange Tabby,0.15151515151515152
A912250,*Jenny,09/27/2024 03:38:00 AM,Sep 2024,08/28/2022,Adoption,Foster,2,3,2 years,Australian Shepherd,Brown Merle/White,0.15151515151515152
A764899,Zara,01/13/2018 02:40:00 PM,Jan 2018,07/08/2017,Transfer,Partner,2,3,6 months,Boxer Mix,Brown/White,0.10585305105853052
A866576,A866576,10/03/2022 04:07:00 PM,Oct 2022,10/03/2020,Transfer,Partner,1,3,2 years,Domestic Shorthair,White,0.15151515151515152
A822522,*Rose,10/15/2020 07:31:00 AM,Oct 2020,07/20/2020,Adoption,Foster,1,3,2 months,Domestic Shorthair,Tortie,0.09589041095890412
A679550,*Susie,07/12/2014 05:42:00 PM,Jul 2014,04/23/2014,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Black/White,0.09589041095890412
A819767,Penny Lane,07/16/2020 07:56:00 AM,Jul 2020,07/06/2007,Adoption,Foster,2,3,13 years,Labrador Retriever,Chocolate/White,0.48484848484848486
A712748,*Ziti,10/03/2015 03:45:00 PM,Oct 2015,08/18/2015,Transfer,Partner,1,0,1 month,Domestic Shorthair Mix,Cream,0.09339975093399751
A814991,*Patty,03/31/2020 07:00:00 AM,Mar 2020,03/09/2017,Adoption,Foster,2,3,3 years,Dachshund Wirehair Mix,Brown Brindle/White,0.18181818181818182
A683076,*Sitka,07/11/2014 03:35:00 PM,Jul 2014,07/06/2013,Transfer,Partner,1,0,1 year,Domestic Shorthair Mix,White,0.12121212121212122
A734866,*Louisa,10/05/2016 03:08:00 PM,Oct 2016,09/14/2015,Transfer,Partner,1,3,1 year,Domestic Medium Hair Mix,Tortie,0.12121212121212122
A839302,*Tomato,07/31/2021 11:55:00 AM,Jul 2021,05/13/2021,Transfer,Partner,1,1,2 months,Domestic Shorthair,Black/White,0.09589041095890412
A725405,*Chalupa,07/09/2016 07:18:00 PM,Jul 2016,04/01/2016,Adoption,Foster,1,3,3 months,Domestic Longhair Mix,Black,0.09838107098381071
A669971,Gracie,02/23/2015 05:55:00 PM,Feb 2015,12/31/2011,Adoption,Foster,2,3,3 years,Australian Cattle Dog Mix,Red Merle/White,0.18181818181818182
A663845,Bullet,10/07/2013 01:11:00 PM,Oct 2013,02/24/2013,Transfer,Partner,2,2,7 months,Pit Bull Mix,White/Tan,0.10834371108343711
A678459,Nacho,06/03/2014 05:19:00 PM,Jun 2014,03/29/2014,Adoption,Foster,1,2,2 months,Domestic Longhair Mix,Orange Tabby,0.09589041095890412
A891547,*Fella,04/23/2024 09:28:00 AM,Apr 2024,10/24/2022,Adoption,Foster,2,2,1 year,Pit Bull,Black/White,0.12121212121212122
A751300,*Emma,06/23/2017 11:02:00 AM,Jun 2017,06/06/2016,Transfer,Partner,2,3,1 year,Pit Bull Mix,Brown Brindle,0.12121212121212122
A722731,*Lars,05/17/2016 12:38:00 PM,May 2016,03/21/2014,Transfer,Partner,1,2,2 years,Domestic Shorthair Mix,Brown Tabby,0.15151515151515152
A841238,Zeus,08/24/2021 12:10:00 PM,Aug 2021,12/24/2020,Transfer,Partner,2,2,7 months,Pit Bull,Fawn,0.10834371108343711
A814233,Nacho,07/04/2020 07:50:00 AM,Jul 2020,02/26/2006,Died,In Foster,2,1,14 years,Chihuahua Shorthair,Red,0.5151515151515151
A835721,A835721,07/29/2021 02:13:00 PM,Jul 2021,05/06/2021,Adoption,Foster,1,3,2 months,Domestic Shorthair Mix,Brown Tabby/White,0.09589041095890412
A891725,891725,10/31/2023 12:00:00 AM,Oct 2023,06/27/2023,Transfer,Partner,2,1,4 months,Catahoula Mix,White/Blue Merle,0.10087173100871731
A895132,Harley,04/23/2024 10:19:00 AM,Apr 2024,06/27/2023,Adoption,Foster,1,3,9 months,Domestic Shorthair,Brown Tabby/White,0.11332503113325032
A647730,Madonna,02/13/2017 12:00:00 AM,Feb 2017,08/04/2012,Transfer,Partner,2,3,4 years,Australian Cattle Dog Mix,Red Merle,0.21212121212121213
A812579,*Diego,05/14/2020 10:37:00 AM,May 2020,10/24/2019,Adoption,Foster,1,2,6 months,Domestic Shorthair,Blue/White,0.10585305105853052
